City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Eyl,SO,7.9803,49.8164,73.44,77,100,14.34,overcast clouds
350,Grand Gaube,MU,-20.0064,57.6608,77.4,86,100,1.99,overcast clouds
351,Tinos,GR,37.5375,25.1634,54.36,69,15,8.16,few clouds
352,Kuching,MY,1.55,110.3333,79.02,89,20,2.3,few clouds
353,Livingston,GB,55.9029,-3.5226,36.23,84,0,10.36,clear sky
354,Luan,CH,46.3592,6.9759,37.02,92,100,1.01,moderate rain
355,Waingapu,ID,-9.6567,120.2641,84.65,70,11,8.97,few clouds
356,Lubao,PH,14.9167,120.55,81.14,76,97,15.1,overcast clouds
357,Naberera,TZ,-4.2,36.9333,62.35,91,100,0.81,light rain
358,Westport,US,41.1415,-73.3579,30.02,79,0,5.99,clear sky
359,Guerrero Negro,MX,27.9769,-114.0611,63.23,37,0,11.1,clear sky
360,Mahajanga,MG,-15.7167,46.3167,78.82,89,20,4.61,few clouds
361,Bratsk,RU,56.1325,101.6142,12.69,98,100,2.66,overcast clouds
362,Ajdabiya,LY,30.7554,20.2263,56.77,39,99,4.88,overcast clouds
363,Salekhard,RU,66.53,66.6019,-23.31,100,100,1.57,overcast clouds
364,Nalut,LY,30.3333,10.85,54.9,23,100,11.07,overcast clouds
365,Pinega,RU,64.7001,43.3936,10.58,94,99,8.55,overcast clouds
366,Nome,US,64.5011,-165.4064,-0.33,55,0,13.8,clear sky
367,Luderitz,NA,-26.6481,15.1594,69.17,72,59,2.84,broken clouds
368,Waipawa,NZ,-41.4122,175.5153,61.93,82,100,10.56,overcast clouds
369,Havelock,US,34.8791,-76.9013,44.02,84,67,1.99,broken clouds
370,Talalayivka,UA,50.9578,31.9209,24.62,91,48,10.0,scattered clouds
371,Vila Velha,BR,-20.3297,-40.2925,80.55,85,75,8.99,broken clouds
372,Brae,GB,60.3964,-1.353,39.11,52,100,34.92,overcast clouds
373,Gornopravdinsk,RU,60.05,69.9,10.08,94,100,8.9,overcast clouds
374,Nhamunda,BR,-2.1861,-56.7131,73.54,98,100,2.44,light rain
375,Tautira,PF,-17.7333,-149.15,86.02,74,95,20.04,light rain
376,Bekhtery,UA,46.251,32.2927,37.0,84,19,17.47,few clouds
377,Yulara,AU,-25.2406,130.9889,87.64,22,0,8.05,clear sky
378,Krasnoselkup,RU,65.7,82.4667,-21.68,100,26,7.4,scattered clouds
379,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.0,87,0,23.31,clear sky
380,Wang Saphung,TH,17.301,101.7685,73.74,84,20,0.0,few clouds
381,Shingu,JP,33.7333,135.9833,43.79,43,74,8.25,broken clouds
382,Back Mountain,US,41.3359,-75.9963,24.57,89,4,3.15,clear sky
383,Henderson,US,36.0397,-114.9819,65.64,18,0,6.91,clear sky
384,Tsaratanana,MG,-16.7833,47.65,70.25,96,80,1.81,broken clouds
385,Bluefields,NI,12.0137,-83.7635,74.44,78,0,7.16,clear sky
386,Ayan,RU,56.45,138.1667,1.67,65,90,7.52,overcast clouds
387,Cherskiy,RU,68.75,161.3,-28.32,99,24,0.43,few clouds
388,Qinhuangdao,CN,39.9317,119.5883,27.03,50,100,2.1,overcast clouds
389,Remontnoye,RU,46.5614,43.6501,30.61,91,100,10.27,overcast clouds
390,Altay,CN,47.8667,88.1167,6.78,46,87,8.88,overcast clouds
391,Trenggalek,ID,-8.05,111.7167,80.89,82,97,3.31,overcast clouds
392,Miracema Do Tocantins,BR,-9.5618,-48.3967,74.5,91,74,2.89,light rain
393,Huttwil,CH,47.115,7.8621,45.55,91,100,23.96,overcast clouds
394,Prikubanskiy,RU,45.0015,41.1795,28.9,95,28,5.28,scattered clouds
395,Lingao,CN,19.9103,109.6859,70.16,88,27,10.78,scattered clouds
396,Gimli,CA,50.6336,-96.9907,-6.57,84,100,4.61,overcast clouds
397,Pangnirtung,CA,66.1451,-65.7125,-36.47,97,100,3.51,overcast clouds
398,Rongcheng,CN,30.634,117.8517,34.12,99,100,4.38,snow
399,Alta Floresta,BR,-9.8756,-56.0861,72.39,96,94,1.54,moderate rain
400,Quilmana,PE,-12.95,-76.3833,70.38,81,100,3.69,overcast clouds
401,Lazaro Cardenas,MX,17.9583,-102.2,76.23,67,13,7.67,few clouds
402,Serebryansk,KZ,49.6925,83.2892,-15.25,84,23,5.35,few clouds
403,Vao,NC,-22.6667,167.4833,80.67,83,54,9.91,broken clouds
404,Saint-Paul,RE,-21.0096,55.2707,77.11,72,82,6.76,broken clouds
405,Montevideo,UY,-34.8335,-56.1674,66.81,82,75,11.5,broken clouds
406,Mackenzie,CA,55.2999,-123.1698,41.22,60,75,13.8,broken clouds
407,Khor,RU,47.8861,134.9464,-0.15,94,99,6.26,overcast clouds
408,Jinchang,CN,38.4953,102.1739,12.47,83,25,4.23,scattered clouds
409,Northam,GB,51.0333,-4.2167,46.26,79,9,15.61,clear sky
410,Fallon,US,39.4735,-118.7774,51.58,29,0,4.61,clear sky
411,Namatanai,PG,-3.6667,152.4333,85.93,65,100,6.38,overcast clouds
412,Mpika,ZM,-11.8343,31.4529,60.15,99,100,2.84,light rain
413,Sitka,US,57.0531,-135.33,44.49,76,100,10.36,overcast clouds
414,Kallaste,EE,58.655,27.1592,34.03,98,100,7.72,overcast clouds
415,Kalashnikovo,RU,57.2824,35.2262,26.44,95,100,10.0,overcast clouds
416,Karatau,KZ,43.1667,70.4667,31.89,75,93,11.27,overcast clouds
417,Prince Rupert,CA,54.3161,-130.3201,44.69,81,100,12.66,light rain
418,Nabire,ID,-3.3667,135.4833,83.64,71,100,1.43,overcast clouds
419,Ivybridge,GB,50.3904,-3.9191,45.09,86,19,10.4,few clouds
420,Sorland,NO,67.667,12.6934,35.38,87,100,12.71,overcast clouds
421,Manzanillo,CU,20.3433,-77.1167,74.19,69,42,11.9,scattered clouds
422,Turiacu,BR,-1.6633,-45.3717,74.73,95,100,3.38,overcast clouds
423,Margate,GB,51.3813,1.3862,42.75,67,4,11.99,clear sky
424,Kutum,SD,14.2,24.6667,47.77,31,31,8.72,scattered clouds
425,Sur,OM,22.5667,59.5289,69.21,65,0,11.07,clear sky
426,Saint-Joseph,RE,-21.3667,55.6167,75.58,80,78,11.12,broken clouds
427,Urumqi,CN,43.801,87.6005,7.75,67,2,6.71,clear sky
428,Kristianstad,SE,56.0313,14.1524,35.98,97,20,1.99,few clouds
429,Taltal,CL,-25.4,-70.4833,67.96,72,6,4.14,clear sky
430,Kapit,MY,2.0167,112.9333,76.71,96,100,1.54,moderate rain
431,Tsiroanomandidy,MG,-18.7667,46.0333,66.6,93,99,7.54,overcast clouds
432,Porto Santo,PT,33.072,-16.3415,62.51,63,40,14.97,scattered clouds
433,Hirara,JP,24.8,125.2833,68.27,60,75,12.66,broken clouds
434,Ponnani,IN,10.767,75.9252,74.52,81,52,5.97,broken clouds
435,Manati,PR,18.4275,-66.4921,73.87,99,64,10.42,broken clouds
436,Morant Bay,JM,17.8815,-76.4093,76.62,77,4,5.44,clear sky
437,Tadepallegudem,IN,16.8333,81.5,70.14,85,100,4.81,overcast clouds
438,San Juan De La Maguana,DO,18.8059,-71.2299,66.33,85,30,2.06,scattered clouds
439,Guerrero,MX,17.6667,-100.0,64.54,68,40,4.72,scattered clouds
440,Souillac,MU,-20.5167,57.5167,77.38,83,40,6.91,scattered clouds
441,Chifeng,CN,42.2683,118.9636,17.4,50,47,5.86,scattered clouds
442,Casablanca,MA,33.5928,-7.6192,59.32,82,0,4.0,clear sky
443,Ulsteinvik,NO,62.3432,5.8487,39.33,79,90,4.0,overcast clouds
444,Klyuchi,RU,52.2667,79.1667,-2.92,85,5,6.44,clear sky
445,Sistranda,NO,63.7256,8.834,37.36,67,100,26.22,overcast clouds
446,Deer Lake,CA,49.1667,-57.4316,4.86,66,75,8.05,broken clouds
447,Dhidhdhoo,MV,6.8833,73.1,80.76,65,4,8.72,clear sky
448,Tezu,IN,27.9167,96.1667,57.52,54,2,0.69,clear sky
449,Kuandian,CN,40.7286,124.7847,19.89,56,0,1.81,clear sky
450,Mopipi,BW,-21.1833,24.8833,68.74,61,0,12.5,clear sky
451,Ulaangom,MN,49.9811,92.0667,-26.77,93,94,2.66,overcast clouds
452,Aquidaba,BR,-10.2814,-37.0186,73.44,86,3,5.5,clear sky
453,Urucui,BR,-7.2294,-44.5561,75.18,88,100,1.5,overcast clouds
454,Kilindoni,TZ,-7.9139,39.6668,80.58,82,89,11.72,overcast clouds
455,Ipora,BR,-16.4419,-51.1178,69.84,95,93,1.41,light rain
456,Salinopolis,BR,-0.6136,-47.3561,77.54,89,100,7.34,overcast clouds
457,Emba,KZ,48.8264,58.1442,12.22,97,100,9.26,overcast clouds
458,Phonhong,LA,18.5007,102.4166,66.02,65,95,0.2,overcast clouds
459,Yerofey Pavlovich,RU,53.9667,121.9667,4.06,76,80,2.35,broken clouds
460,Srivardhan,IN,18.0333,73.0167,67.21,80,24,5.35,few clouds
461,Tucuman,AR,-26.8241,-65.2226,68.0,88,75,3.44,broken clouds
462,Kargasok,RU,59.0556,80.8572,-1.55,100,97,4.92,overcast clouds
463,Hami,CN,42.8,93.45,24.66,37,73,5.84,broken clouds
464,Bunia,CD,1.5667,30.25,61.7,42,85,2.73,overcast clouds
465,Mount Isa,AU,-20.7333,139.5,87.57,42,5,10.36,clear sky
466,Poso,ID,-1.3959,120.7524,84.9,64,97,3.53,overcast clouds
467,Ixtapa,MX,20.7,-105.2,73.22,83,75,10.36,broken clouds
468,Timizart,DZ,36.8,4.2667,45.91,88,6,2.66,clear sky
469,Havoysund,NO,70.9963,24.6622,25.68,77,61,15.61,broken clouds
470,Tilichiki,RU,60.4667,166.1,-5.12,78,1,9.13,clear sky
471,Pitimbu,BR,-7.4706,-34.8086,79.39,72,0,10.2,clear sky
472,Whitehorse,CA,60.7161,-135.0538,35.31,80,75,17.0,broken clouds
473,Tarakan,ID,3.3,117.6333,80.1,89,40,9.22,scattered clouds
474,Berezovyy,RU,51.6667,135.7,8.31,86,100,2.01,overcast clouds
475,Mitu,CO,1.1983,-70.1733,71.82,97,100,1.28,overcast clouds
476,Bontang,ID,0.1333,117.5,82.15,75,100,12.62,overcast clouds
477,Avera,US,33.194,-82.5271,43.72,55,100,8.68,overcast clouds
478,Sungaipenuh,ID,-2.0833,101.3833,70.83,70,100,3.89,overcast clouds
479,Wiarton,CA,44.7407,-81.1332,28.24,74,75,5.75,broken clouds
480,Fort Nelson,CA,58.8053,-122.7002,17.19,93,75,2.3,broken clouds
481,Pallavaram,IN,12.9761,80.1836,78.91,94,20,3.44,mist
482,Bilibino,RU,68.0546,166.4372,-10.53,78,17,3.96,few clouds
483,Samarai,PG,-10.6167,150.6667,85.44,68,93,11.27,overcast clouds
484,Panaba,MX,21.2833,-88.2667,68.41,85,0,6.73,clear sky
485,Pacific Grove,US,36.6177,-121.9166,67.01,69,0,1.01,clear sky
486,Kenora,CA,49.8167,-94.4337,4.39,85,20,3.44,few clouds
487,Brasilia De Minas,BR,-16.2064,-44.4333,64.81,98,96,1.88,overcast clouds
488,Coquimbo,CL,-29.9533,-71.3436,64.13,82,100,5.75,overcast clouds
489,Beringovskiy,RU,63.05,179.3167,-12.82,94,19,5.19,few clouds
490,Cravo Norte,CO,6.3017,-70.2041,86.97,41,100,3.04,overcast clouds
491,Santo Antonio Do Ica,BR,-3.1022,-67.9397,73.78,95,85,1.63,overcast clouds
492,Bela,IN,25.9333,81.9833,50.7,73,0,2.66,clear sky
493,Santiago Del Estero,AR,-27.7951,-64.2615,71.78,49,0,5.73,clear sky
494,Sao Carlos,BR,-22.0175,-47.8908,70.63,95,100,1.86,overcast clouds
495,Nanortalik,GL,60.1432,-45.2371,18.88,65,100,42.73,overcast clouds
496,Russell,US,32.3502,-85.1999,51.03,71,100,5.61,overcast clouds
497,Linjiang,CN,41.8069,126.9078,16.32,74,94,1.97,overcast clouds
498,Ivdel,RU,60.6911,60.4206,4.35,98,100,3.83,overcast clouds
499,Espanola,US,35.9911,-106.0806,33.71,84,72,3.15,broken clouds
500,Kingman,US,35.1894,-114.053,58.48,19,0,14.97,clear sky
501,Yichang,CN,30.7144,111.2847,34.5,96,100,2.24,light snow
502,Letka,RU,59.6011,49.4232,16.39,98,100,3.18,light snow
503,Tyup,KG,42.7276,78.3648,21.58,74,100,5.93,overcast clouds
504,Priiskovyy,RU,51.9333,116.6333,-5.06,98,96,1.39,overcast clouds
505,Kaniv,UA,49.7518,31.46,27.99,85,79,9.46,broken clouds
506,Ginir,ET,7.1333,40.7,56.07,25,59,4.09,broken clouds
507,Wyndham,US,37.6985,-77.6125,35.98,53,100,1.99,overcast clouds
508,Izhma,RU,65.0083,53.9113,16.75,87,100,10.25,overcast clouds
509,Gayny,RU,60.3071,54.3241,15.66,91,100,6.08,overcast clouds
510,Menongue,AO,-14.6585,17.691,59.13,97,100,4.54,light rain
511,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.73,75,34,8.01,scattered clouds
512,Rivne,UA,50.6231,26.2274,37.83,95,100,15.17,overcast clouds
513,Korla,CN,41.7597,86.1469,22.6,49,73,3.51,broken clouds
514,Kashi,CN,39.4547,75.9797,26.22,79,40,4.47,scattered clouds
515,Alice Springs,AU,-23.7,133.8833,83.75,30,0,9.22,clear sky
516,Alappuzha,IN,9.49,76.3264,74.12,84,16,5.59,few clouds
517,Muli,MV,2.9167,73.5667,81.45,63,14,11.41,few clouds
518,Deputatskiy,RU,69.3,139.9,-32.8,95,83,4.76,broken clouds
519,Bagotville,AU,-28.9833,153.4167,76.89,88,94,15.32,overcast clouds
520,Hilliard,US,40.0334,-83.1582,30.09,89,0,1.99,clear sky
521,Matamoros,MX,25.5333,-103.25,62.71,49,75,4.61,broken clouds
522,Bay Roberts,CA,47.5999,-53.2648,13.51,57,15,11.27,few clouds
523,Canavieiras,BR,-15.675,-38.9472,76.15,86,60,4.45,broken clouds
524,Laval,CA,45.57,-73.692,24.03,79,100,4.61,overcast clouds
525,Araouane,ML,18.9048,-3.5265,63.0,13,0,7.96,clear sky
526,Padang,ID,-0.9492,100.3543,75.25,72,100,1.05,overcast clouds
527,Gourcy,BF,13.2167,-2.35,66.72,15,0,10.2,clear sky
528,Santa Ines,BR,-3.6667,-45.38,73.42,97,100,2.89,overcast clouds
529,Parintins,BR,-2.6283,-56.7358,73.44,97,100,2.68,light rain
530,Marsh Harbour,BS,26.5412,-77.0636,73.87,74,38,12.35,scattered clouds
531,Talaya,RU,61.3833,152.75,-18.53,79,3,0.45,clear sky
532,Zhangye,CN,38.9342,100.4517,15.89,66,1,0.4,clear sky
533,Kostino,RU,58.9097,53.2691,11.8,97,100,5.03,overcast clouds
534,Smidovich,RU,48.6,133.8167,0.7,92,94,2.75,overcast clouds
535,Imperia,IT,43.9667,7.7833,45.41,74,7,5.14,clear sky
536,Hobyo,SO,5.3505,48.5268,75.7,71,100,17.63,overcast clouds
537,Koster,ZA,-25.863,26.8976,55.98,77,7,5.32,clear sky
538,Newcastle,AU,-32.9272,151.7765,76.98,55,40,20.71,scattered clouds
539,Shubarshi,KZ,48.5872,57.1869,10.8,97,97,7.83,overcast clouds
540,Minnedosa,CA,50.2453,-99.8436,0.16,97,100,8.21,light snow
541,Kisangani,CD,0.5167,25.2,68.04,55,100,1.25,overcast clouds
542,Salumbar,IN,24.1333,74.05,47.68,44,0,2.44,clear sky
543,Huarmey,PE,-10.0681,-78.1522,71.44,77,100,6.64,overcast clouds
544,San Policarpo,PH,12.1791,125.5072,82.13,74,40,15.95,scattered clouds
545,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.82,97,97,1.68,overcast clouds
546,Labuan,MY,5.2767,115.2417,82.76,78,40,5.99,scattered clouds
547,Novopokrovka,UA,49.8425,36.5477,32.38,92,49,7.58,light snow
548,Beloha,MG,-25.1667,45.05,74.1,93,100,14.36,light rain
549,Acapulco,MX,16.8634,-99.8901,82.22,65,0,9.22,clear sky
550,Walvis Bay,NA,-22.9575,14.5053,70.75,83,91,4.61,overcast clouds
551,Palm Beach,US,26.6503,-80.4498,75.2,89,15,5.19,few clouds
552,Banda Aceh,ID,5.5577,95.3222,77.16,86,100,6.08,overcast clouds
553,Fernley,US,39.608,-119.2518,52.66,28,0,1.01,clear sky
554,Kalemie,CD,-5.9475,29.1947,68.13,92,100,6.29,light rain
555,Khanna,IN,30.7044,76.2231,48.49,81,76,1.95,broken clouds
556,Damghan,IR,36.1683,54.348,32.43,68,95,1.23,overcast clouds
557,Klaebu,NO,63.2976,10.4826,35.85,94,100,24.54,overcast clouds
558,Xingyi,CN,24.1877,102.817,48.4,72,11,3.89,few clouds
559,Zhezkazgan,KZ,47.8043,67.7144,24.78,86,100,26.84,overcast clouds
560,Moron,AR,-34.6534,-58.6198,67.96,74,12,6.8,few clouds
561,Ulverstone,AU,-41.15,146.1667,71.29,56,0,8.9,clear sky
562,Fez,MA,34.0372,-4.9998,53.85,71,0,6.91,clear sky
563,Trat,TH,12.5,102.5,83.25,51,100,8.34,overcast clouds
564,Xiamen,CN,24.4798,118.0819,55.45,82,100,2.24,light intensity drizzle
565,Paamiut,GL,61.994,-49.6678,9.84,70,100,29.91,overcast clouds
566,Abu Samrah,SY,35.3029,37.1841,47.16,89,94,6.2,overcast clouds
567,Kununurra,AU,-15.7667,128.7333,80.58,83,100,6.91,overcast clouds
568,Lvovskoye,RU,44.9944,38.6354,33.96,86,84,6.49,broken clouds
569,Sayyan,YE,15.1718,44.3244,48.92,54,25,2.84,scattered clouds
570,Villa Del Rosario,CO,7.8339,-72.4742,75.58,78,75,4.61,broken clouds
571,Edd,ER,13.9297,41.6925,73.76,72,87,6.53,overcast clouds
572,Baragua,CU,21.6967,-78.6328,70.65,71,1,10.74,clear sky
573,Srednekolymsk,RU,67.45,153.6833,-26.46,96,36,1.54,scattered clouds
574,Ambilobe,MG,-13.2,49.05,72.23,95,29,1.72,scattered clouds
575,Rundu,NA,-17.9333,19.7667,66.34,88,98,5.17,light rain
576,Homer,US,59.6425,-151.5483,30.09,86,75,13.8,broken clouds
577,The Valley,AI,18.217,-63.0578,77.09,71,84,22.97,broken clouds
578,Stokmarknes,NO,68.5646,14.9108,30.49,74,100,4.81,overcast clouds
579,Jumla,NP,29.2747,82.1838,37.18,47,90,3.58,overcast clouds
580,Iwanai,JP,42.9744,140.5089,29.35,67,100,10.67,overcast clouds
581,Talara,PE,-4.5772,-81.2719,71.44,85,40,9.98,scattered clouds
582,Tiarei,PF,-17.5333,-149.3333,86.02,74,69,20.58,light rain
583,Mina,MX,26.0011,-100.5299,70.5,47,86,7.11,overcast clouds
584,Prieska,ZA,-29.6641,22.7474,73.85,56,87,4.72,overcast clouds
585,Gazli,UZ,40.1333,63.45,34.25,66,96,4.0,overcast clouds
586,Umuarama,BR,-23.7664,-53.325,68.32,60,4,9.22,clear sky
587,Tala,EG,30.6803,30.9429,46.78,68,0,3.29,clear sky
588,Cayenne,GF,4.9333,-52.3333,80.1,87,75,1.99,broken clouds
589,Dauphin,CA,51.1494,-100.0502,3.34,72,100,4.61,overcast clouds
590,Clarence Town,AU,-32.5833,151.7833,76.95,60,85,9.4,overcast clouds
591,Kurikka,FI,62.6167,22.4167,30.63,91,100,8.21,overcast clouds
592,Tottori,JP,35.5,134.2333,35.67,80,40,5.75,scattered clouds
593,Tazovskiy,RU,67.4667,78.7,-25.1,100,89,0.49,overcast clouds
594,Mweka,CD,-4.85,21.5667,68.0,98,100,0.16,overcast clouds
595,Salalah,OM,17.0151,54.0924,75.29,25,0,16.11,clear sky
596,Biltine,TD,14.5333,20.9167,61.07,19,0,14.14,clear sky
597,Umm Kaddadah,SD,13.6017,26.6876,53.31,29,82,14.29,broken clouds
598,Guia De Isora,ES,28.2115,-16.7795,59.72,68,9,1.99,clear sky
599,Yartsevo,RU,55.0667,32.6964,29.26,94,99,11.23,light snow
600,Raudeberg,NO,61.9875,5.1352,39.2,88,100,4.0,overcast clouds
601,Buraydah,SA,26.326,43.975,45.05,46,0,6.76,clear sky
602,Pontes E Lacerda,BR,-15.2261,-59.3353,70.27,98,100,0.96,overcast clouds
603,Camabatela,AO,-8.1881,15.375,59.31,98,100,2.08,overcast clouds
604,Sechura,PE,-5.5569,-80.8222,72.54,74,80,13.98,broken clouds
605,Pundaguitan,PH,6.3711,126.1689,80.42,78,61,18.75,broken clouds
606,Avanigadda,IN,16.0215,80.9181,69.94,82,29,3.87,scattered clouds
607,Maloyaroslavets,RU,55.0146,36.4719,30.29,95,100,9.22,snow
608,Baijiantan,CN,45.6333,85.1833,0.45,89,4,1.88,clear sky
609,Baykit,RU,61.67,96.37,-11.78,100,50,3.42,scattered clouds
610,Zyryanka,RU,65.75,150.85,-27.51,95,24,4.34,few clouds
611,Wesley,DM,15.5667,-61.3167,76.86,78,77,13.22,broken clouds
612,Wamba,NG,8.9333,8.6,69.84,23,0,4.52,clear sky
613,Manokwari,ID,-0.8667,134.0833,82.47,68,100,4.36,overcast clouds
614,Riohacha,CO,11.5444,-72.9072,75.79,82,1,10.36,clear sky
615,Valley City,US,46.9233,-98.0032,7.79,85,58,0.0,broken clouds
616,Llangefni,GB,53.2556,-4.3106,44.73,75,20,11.5,few clouds
617,Tiznit,MA,29.5833,-9.5,61.21,23,4,6.26,clear sky
618,Sinnamary,GF,5.3833,-52.95,77.11,89,100,8.3,overcast clouds
619,Rio Grande,BR,-32.035,-52.0986,64.51,61,0,14.74,clear sky
620,Vanavara,RU,60.34,102.2797,-14.55,100,100,1.63,overcast clouds
621,Nemuro,JP,43.3236,145.575,28.83,71,25,11.81,scattered clouds
622,Reconquista,AR,-29.15,-59.65,65.28,38,0,6.82,clear sky
623,Mandalgovi,MN,45.7625,106.2708,6.85,62,8,3.31,clear sky
624,San Cristobal,VE,7.7669,-72.225,69.98,90,26,1.28,scattered clouds
625,Yakeshi,CN,49.2833,120.7333,1.02,94,100,3.74,overcast clouds
626,Camopi,GF,3.1655,-52.3158,71.85,99,100,1.88,overcast clouds
627,Mustla,EE,58.2343,25.8584,33.82,99,100,6.29,light snow
628,Bukachacha,RU,52.9833,116.9167,4.8,82,13,1.52,few clouds
629,Aleppo,SY,36.25,37.5,42.1,76,0,6.15,clear sky
630,Shiraz,IR,29.6036,52.5388,29.64,74,0,0.0,clear sky
631,Palafrugell,ES,41.9174,3.1631,46.35,52,57,3.0,broken clouds
632,Pilar,BR,-9.5972,-35.9567,75.13,81,4,4.29,clear sky
633,Tupik,RU,54.4253,119.9327,-2.04,90,69,2.28,broken clouds
634,Willmar,US,45.1219,-95.0433,6.82,78,0,10.36,clear sky
635,Samana,DO,19.2056,-69.3369,71.58,90,25,8.95,scattered clouds
636,Constantine,DZ,36.365,6.6147,40.41,93,20,2.3,few clouds
637,Vostok,RU,46.4856,135.8833,5.11,83,98,4.14,overcast clouds
638,Yerbogachen,RU,61.2767,108.0108,-10.62,99,98,2.66,overcast clouds
639,Sokoni,TZ,-6.4333,39.55,76.86,87,100,10.69,moderate rain
640,Biritiba-Mirim,BR,-23.5698,-46.0407,73.18,97,100,1.59,heavy intensity rain
641,El Naranjo,MX,21.4667,-98.6,56.48,84,5,5.82,clear sky
642,Ivanava,BY,52.1451,25.5365,34.16,98,100,18.39,snow
643,Gamba,GA,-2.65,10.0,76.3,92,16,4.54,few clouds
644,Makakilo City,US,21.3469,-158.0858,80.92,59,20,9.22,few clouds
645,Ust-Tsilma,RU,65.441,52.1498,15.8,90,100,9.62,overcast clouds
646,Alyangula,AU,-13.8483,136.4192,85.87,74,55,3.44,broken clouds
647,Olovyannaya,RU,50.95,115.5667,3.74,96,66,1.68,broken clouds
648,Chicama,PE,-7.8447,-79.1469,66.74,73,99,5.35,overcast clouds
649,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.15,77,75,12.66,broken clouds
650,Buchanan,LR,5.8808,-10.0467,78.76,85,84,5.32,light rain
651,Chaoyang,CN,41.5703,120.4586,20.7,61,92,3.42,overcast clouds
652,Palenque,MX,17.5167,-91.9667,69.96,88,75,0.0,broken clouds
653,Nantucket,US,41.2835,-70.0995,32.14,70,0,10.36,clear sky
654,Tatarsk,RU,55.219,75.9828,-0.53,86,83,8.14,broken clouds
655,Wexford,IE,52.3342,-6.4575,45.12,89,66,8.01,broken clouds
656,San Rafael Del Sur,NI,11.8485,-86.4384,83.37,50,0,15.05,clear sky
657,Sampit,ID,-2.5333,112.95,74.64,95,100,1.74,overcast clouds
658,Primorskiy,RU,43.0983,131.5875,8.19,52,2,5.17,clear sky
659,Campo De Criptana,ES,39.4046,-3.1249,41.13,35,28,6.82,scattered clouds
660,Nuuk,GL,64.1835,-51.7216,9.21,56,75,9.22,broken clouds
661,Xining,CN,36.6167,101.7667,10.99,80,89,1.54,overcast clouds
662,Bafq,IR,31.6128,55.4107,42.19,36,0,0.49,clear sky
663,Rawson,AR,-43.3002,-65.1023,65.03,47,0,17.98,clear sky
664,Port Blair,IN,11.6667,92.75,77.04,88,40,8.05,scattered clouds
665,Changji,CN,44.0167,87.3167,11.19,67,7,6.71,clear sky
666,Datong,CN,40.0936,113.2914,20.32,31,100,1.72,overcast clouds
667,Caconda,AO,-13.7333,15.0667,60.04,60,100,0.83,overcast clouds
668,Montes Altos,BR,-5.8333,-47.0667,72.1,95,88,3.36,overcast clouds
669,Ostersund,SE,63.1792,14.6357,25.61,100,100,8.05,overcast clouds
670,Itubera,BR,-13.7322,-39.1492,73.08,94,59,0.56,broken clouds
671,Ugoofaaru,MV,5.6667,73.0,80.44,72,62,9.64,broken clouds
672,Vila,PT,42.0304,-8.1588,40.33,80,64,5.44,broken clouds
673,Khash,IR,28.2211,61.2158,45.27,36,6,6.87,clear sky
674,Dongying,CN,37.4564,118.4856,34.77,29,100,2.77,overcast clouds
675,Yumen,CN,40.2833,97.2,13.39,70,100,10.85,overcast clouds
676,Salta,AR,-24.7859,-65.4117,59.59,90,75,1.99,broken clouds
677,Bouafle,CI,6.9904,-5.7442,78.82,83,96,2.91,overcast clouds
